First Name,Last Name,Age,Nationality,Height,Weight,Team Name,League,Appearances,Lineups,Minutes,Number,Position,Rating,Captain,In,Out,Bench,Total Shots,On Target Shots,Total Goals,Conceded Goals,Assists,Saves,Total Passes,Key Passes,Pass Accuracy,Total Tackles,Blocks,Interceptions,Total Duels,Duels Won,Dribble Attempts,Dribble Success,Past Dribbles,Fouls Drawn,Fouls Committed,Yellow Cards,Red Cards,Penalties Won,Penalties Committed,Penalties Scored,Penalties Missed,Penalties Saved
Sèrge Alain Stéphane,Aurier,31.0,Côte d'Ivoire,176 cm,76 kg,Nottingham Forest,Premier League,24,22,1947,,Defender,6.950000,0.0,2,6,2,8.0,3.0,1,0.0,,,734.0,10.0,22.0,64.0,11.0,29.0,231.0,143.0,25.0,14.0,,19.0,18.0,2,0,,,0.0,0.0,
Felipe Augusto,de Almeida Monteiro,34.0,Brazil,190 cm,83 kg,Nottingham Forest,Premier League,16,15,1419,,Defender,6.981250,0.0,1,2,1,8.0,1.0,0,0.0,1.0,,556.0,7.0,25.0,42.0,13.0,36.0,188.0,119.0,17.0,14.0,,11.0,15.0,4,0,,,0.0,0.0,
Andreas Hugo,Hoelgebaum Pereira,27.0,Brazil,178 cm,71 kg,Fulham,Premier League,33,33,2718,,Midfielder,6.863636,0.0,0,4,0,48.0,15.0,4,0.0,6.0,,853.0,61.0,19.0,18.0,3.0,6.0,244.0,75.0,42.0,17.0,,31.0,41.0,8,0,,,1.0,0.0,
Alexander Chuka,Iwobi,27.0,Nigeria,180 cm,75 kg,Everton,Premier League,38,38,3382,,Attacker,6.965789,0.0,0,1,0,30.0,2.0,2,0.0,7.0,,1392.0,64.0,28.0,69.0,2.0,26.0,314.0,149.0,105.0,55.0,,15.0,19.0,2,0,,,0.0,0.0,
Joseph Adrian,Worrall,26.0,England,193 cm,64 kg,Nottingham Forest,Premier League,30,21,2216,,Defender,6.836666,0.0,9,19,2,7.0,18.0,1,0.0,5.0,,1094.0,51.0,30.0,53.0,23.0,9.0,190.0,115.0,4.0,3.0,,4.0,27.0,6,0,,,0.0,0.0,
Willian,Borges da Silva,35.0,Brazil,175 cm,77 kg,Fulham,Premier League,27,25,2142,,Attacker,7.066666,0.0,2,3,7,28.0,9.0,5,0.0,1.0,,846.0,9.0,25.0,9.0,,,178.0,82.0,59.0,37.0,,24.0,11.0,2,0,,,0.0,0.0,
Raúl Alonso,Jiménez Rodríguez,32.0,Mexico,190 cm,76 kg,Wolves,Premier League,15,8,842,,Attacker,6.720000,0.0,7,9,22,17.0,8.0,0,0.0,1.0,,189.0,24.0,8.0,14.0,,3.0,112.0,133.0,9.0,5.0,,14.0,14.0,0,0,,,0.0,0.0,
Adama,Traoré Diarra,27.0,Spain,178 cm,86 kg,Wolves,Premier League,34,12,1483,,Attacker,6.714705,0.0,22,0,1,15.0,,2,0.0,,9.0,410.0,,16.0,1.0,,,2.0,2.0,80.0,46.0,,34.0,21.0,2,0,,,0.0,0.0,
Wayne Robert,Hennessey,36.0,Wales,198 cm,90 kg,Nottingham Forest,Premier League,4,3,270,,Goalkeeper,6.966666,0.0,1,18,7,,10.0,0,5.0,1.0,,782.0,19.0,16.0,42.0,3.0,20.0,243.0,93.0,,,,1.0,,0,0,,,0.0,0.0,3.0
Bobby Armani,De Cordova-Reid,30.0,Jamaica,170 cm,68 kg,Fulham,Premier League,36,29,2486,,Attacker,6.630555,0.0,7,5,0,22.0,9.0,4,0.0,,,1266.0,7.0,30.0,146.0,5.0,46.0,472.0,281.0,44.0,18.0,,21.0,34.0,8,0,,,0.0,0.0,
João Maria,Lobo Alves Palhares Costa Palh,28.0,Portugal,190 cm,84 kg,Fulham,Premier League,0,35,3113,,Defender,6.977142,0.0,0,0,0,27.0,,3,,,,,,,,,,,,29.0,14.0,,50.0,48.0,14,0,,,0.0,0.0,
Nuno Albertino,Varela Tavares,23.0,Portugal,183 cm,75 kg,Arsenal,Premier League,0,0,0,,Goalkeeper,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,,,
Matthew Charles,Turner,29.0,USA,191 cm,84 kg,Fulham,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,2.0,,2.0,,,,,,,,,,,0,0,,,0.0,0.0,0.0
Tyrese Jay,Francois,23.0,Australia,173 cm,60 kg,Fulham,Premier League,1,0,0,,Midfielder,6.200000,0.0,0,0,1,,,0,0.0,,,2.0,,2.0,,,,,,,,,,,0,0,,,0.0,0.0,
Neco Shay,Williams,22.0,Wales,183 cm,72 kg,Nottingham Forest,Premier League,31,20,0,,Defender,6.200000,0.0,1,5,11,,7.0,1,0.0,,,603.0,15.0,14.0,72.0,8.0,33.0,272.0,134.0,,,,,,7,0,,,0.0,0.0,
George William,Shelvey,22.0,England,188 cm,83 kg,Nottingham Forest,Premier League,0,0,0,,Goalkeeper,6.683333,0.0,11,0,0,20.0,,0,0.0,,,,,,,,,,,,18.0,,27.0,,0,0,,,0.0,0.0,
Rodrigo,Muniz Carvalho,22.0,Brazil,178 cm,67 kg,Fulham,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,1.0
Matthew Max,Dibley-Dias,20.0,England,183 cm,,Fulham,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Luke Bernard,Harris,18.0,Wales,177 cm,,Fulham,Premier League,3,0,10,,Midfielder,,0.0,3,0,3,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Raheem Shaquille,Sterling,29.0,England,172 cm,69 kg,Chelsea,Premier League,28,23,1903,,Attacker,6.800000,0.0,5,16,5,29.0,18.0,1,0.0,5.0,,630.0,34.0,17.0,18.0,,2.0,17.0,94.0,85.0,39.0,,32.0,42.0,4,0,,,0.0,0.0,
Kenny Joelle,Tete,28.0,Netherlands,180 cm,71 kg,Arsenal,Premier League,36,29,2575,,Goalkeeper,7.169444,0.0,2,8,2,10.0,5.0,0,51.0,,144.0,1205.0,23.0,27.0,83.0,17.0,,17.0,191.0,33.0,,,54.0,1.0,8,0,,,0.0,0.0,
Bernd,Leno,31.0,Germany,189 cm,82 kg,Fulham,Premier League,0,36,3240,,Goalkeeper,6.812000,0.0,0,0,0,,,0,0.0,,,1395.0,1.0,25.0,,,,128.0,14.0,,3.0,,3.0,1.0,3,0,,,0.0,0.0,3.0
Issa Laye Lucas Jean,Diop,26.0,France,194 cm,92 kg,West Ham,Premier League,25,0,0,,Defender,6.863636,0.0,4,2,0,2.0,2.0,1,0.0,,,1395.0,1.0,25.0,,17.0,35.0,128.0,14.0,,3.0,,3.0,16.0,2,0,,,0.0,0.0,3.0
Timothy Michael,Ream,36.0,USA,183 cm,80 kg,Fulham,Premier League,0,21,2010,,Defender,6.731034,0.0,27,0,4,2.0,2.0,0,0.0,,,1900.0,2.0,50.0,28.0,17.0,35.0,165.0,72.0,4.0,10.0,,8.0,18.0,0,0,,,0.0,0.0,
Thomas,Cairney,32.0,Scotland,185 cm,84 kg,Fulham,Premier League,33,0,0,,Defender,6.883333,0.0,2,2,0,3.0,4.0,2,0.0,,,707.0,3.0,50.0,28.0,3.0,41.0,106.0,72.0,13.0,9.0,,8.0,8.0,2,0,,,0.0,0.0,
Abdul-Nasir Oluwatosin,Oluwadoyinsolami Adarabioyo,26.0,England,196 cm,80 kg,Fulham,Premier League,33,33,2899,,Midfielder,6.694594,0.0,2,6,27,8.0,8.0,1,0.0,,,1285.0,12.0,20.0,30.0,15.0,26.0,154.0,95.0,17.0,5.0,,7.0,17.0,2,0,,,0.0,0.0,
Harrison James,Reed,28.0,England,181 cm,72 kg,Fulham,Premier League,25,23,967,,Defender,6.854285,0.0,0,0,2,12.0,,3,0.0,4.0,,1466.0,35.0,26.0,17.0,12.0,53.0,251.0,99.0,64.0,10.0,,22.0,33.0,8,0,,,0.0,0.0,
Antonee,Robinson,26.0,USA,183 cm,70 kg,Chelsea,Premier League,37,35,2083,,Defender,,0.0,8,18,2,13.0,,0,0.0,1.0,,,,32.0,30.0,13.0,,293.0,105.0,33.0,,,5.0,,0,0,,,0.0,0.0,
Malang Mamadou William Georges,Sarr,24.0,France,183 cm,73 kg,Chelsea,Premier League,35,35,2882,,Defender,6.520000,0.0,8,1,0,3.0,5.0,0,,,,184.0,10.0,,44.0,,,,163.0,33.0,13.0,,23.0,8.0,1,0,,,0.0,,
Mykhailo,Mudryk,22.0,Ukraine,175 cm,61 kg,Chelsea,Premier League,0,0,3089,,Midfielder,6.520000,0.0,17,0,0,,5.0,0,0.0,2.0,,184.0,10.0,10.0,62.0,1.0,,96.0,41.0,46.0,13.0,,,8.0,1,0,,,,0.0,
Conor John,Gallagher,23.0,England,182 cm,77 kg,Brighton,Premier League,15,7,655,,Midfielder,6.747058,0.0,3,6,8,12.0,11.0,3,0.0,2.0,,809.0,21.0,10.0,11.0,1.0,23.0,270.0,41.0,48.0,23.0,,12.0,35.0,10,0,,,0.0,0.0,
Moisés Isaac,Caicedo Corozo,22.0,Ecuador,178 cm,73 kg,Chelsea,Premier League,35,7,655,,Midfielder,7.064864,0.0,5,6,8,12.0,6.0,1,0.0,1.0,,2209.0,43.0,20.0,11.0,10.0,56.0,374.0,123.0,57.0,27.0,,12.0,65.0,10,0,,,0.0,0.0,
Chukwunonso Tristan,Madueke,21.0,England,176 cm,75 kg,Chelsea,Premier League,12,2,1614,,Midfielder,6.833333,0.0,10,9,3,17.0,5.0,1,0.0,1.0,,260.0,13.0,53.0,46.0,7.0,4.0,115.0,25.0,11.0,33.0,,35.0,4.0,0,0,,,0.0,0.0,
Armando,Broja,22.0,Albania,191 cm,83 kg,Chelsea,Premier League,14,2,3140,,Attacker,6.572727,0.0,12,2,5,13.0,1.0,1,0.0,,,53.0,1.0,17.0,12.0,2.0,1.0,62.0,24.0,10.0,6.0,,15.0,2.0,0,0,,,0.0,0.0,
Carney Chibueze,Chukwuemeka,20.0,England,187 cm,77 kg,Aston Villa,Premier League,0,0,645,,Midfielder,6.691666,0.0,0,0,10,6.0,1.0,0,0.0,,,200.0,8.0,3.0,13.0,1.0,6.0,42.0,24.0,10.0,5.0,,5.0,2.0,0,0,,,0.0,0.0,
Cole Jermaine,Palmer,21.0,England,182 cm,74 kg,Manchester City,Premier League,14,2,286,,Midfielder,6.691666,0.0,12,0,12,2.0,4.0,0,0.0,,,200.0,8.0,11.0,13.0,,1.0,47.0,26.0,21.0,5.0,,6.0,1.0,0,0,,,0.0,0.0,
Roméo,Lavia,19.0,Belgium,181 cm,,Southampton,Premier League,29,26,344,,Midfielder,6.779310,0.0,3,12,0,5.0,3.0,0,0.0,1.0,,185.0,5.0,30.0,5.0,,33.0,256.0,143.0,41.0,14.0,,48.0,28.0,9,0,,,0.0,0.0,
Alfie,Gilchrist,20.0,England,183 cm,,Chelsea,Premier League,0,0,358,,Midfielder,,0.0,0,0,3,6.0,,1,0.0,,,991.0,,,,11.0,,,,,28.0,,,,0,0,,,0.0,0.0,
Ishé Barrington,Samuels-Smith,17.0,England,186 cm,,Everton,Premier League,0,0,2229,,Defender,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Benoît Ntambue,Badiashile Mukinayi Baya,22.0,France,194 cm,75 kg,Chelsea,Premier League,11,10,904,,Defender,7.009090,0.0,1,0,1,4.0,2.0,1,0.0,,,855.0,5.0,69.0,14.0,2.0,16.0,88.0,56.0,3.0,1.0,,6.0,9.0,2,0,,,0.0,0.0,
Thiago,Emiliano da Silva,39.0,Brazil,183 cm,79 kg,Chelsea,Premier League,27,26,2352,,Defender,7.285185,0.0,14,1,1,10.0,2.0,0,0.0,2.0,,2030.0,8.0,68.0,41.0,29.0,34.0,160.0,118.0,3.0,3.0,,16.0,10.0,2,0,,,0.0,0.0,
Scott Francis,McTominay,27.0,Scotland,193 cm,88 kg,Manchester United,Premier League,24,10,1149,,Midfielder,6.669565,0.0,10,3,14,11.0,6.0,1,0.0,,,426.0,12.0,12.0,32.0,6.0,14.0,183.0,95.0,22.0,13.0,,14.0,28.0,8,0,,,0.0,0.0,
Anthony Jordan,Martial,28.0,France,181 cm,76 kg,Manchester United,Premier League,21,11,979,,Attacker,6.742857,0.0,3,11,10,21.0,13.0,6,0.0,2.0,,320.0,30.0,28.0,5.0,2.0,1.0,302.0,43.0,23.0,14.0,,23.0,8.0,0,0,,,1.0,0.0,
Marcus,Rashford,26.0,England,180 cm,70 kg,Manchester United,Premier League,35,32,1407,,Defender,6.914285,0.0,8,13,3,81.0,50.0,17,0.0,5.0,,779.0,21.0,25.0,20.0,4.0,7.0,150.0,117.0,127.0,54.0,,23.0,15.0,2,0,,,0.0,0.0,
Benjamin James,Chilwell,27.0,England,178 cm,77 kg,Manchester United,Premier League,25,15,1817,,Attacker,6.854545,0.0,2,5,8,51.0,4.0,2,0.0,2.0,48.0,759.0,29.0,21.0,21.0,2.0,18.0,181.0,76.0,19.0,7.0,,25.0,13.0,3,0,,,0.0,0.0,
Antony Matheus,dos Santos,23.0,Brazil,174 cm,63 kg,Brighton,Premier League,23,23,2070,,Goalkeeper,6.916000,0.0,0,17,2,,24.0,4,0.0,2.0,,774.0,,,22.0,,11.0,9.0,79.0,65.0,,,,15.0,5,0,,,0.0,0.0,0.0
Robert,Lynch Sánchez,26.0,Spain,197 cm,90 kg,Chelsea,Premier League,0,23,0,,Goalkeeper,6.691304,0.0,0,0,0,,,0,30.0,,,673.0,21.0,48.0,1.0,,3.0,,8.0,,,,,1.0,2,0,,,0.0,0.0,0.0
Marcus,Bettinelli,31.0,England,194 cm,82 kg,Chelsea,Premier League,25,0,1244,,Defender,,0.0,2,0,0,10.0,4.0,0,0.0,,,,4.0,43.0,,2.0,,146.0,,,20.0,,18.0,9.0,0,0,,,0.0,0.0,
Reece Lewis,James,24.0,England,182 cm,82 kg,Chelsea,Premier League,15,18,1604,,Defender,6.826666,0.0,7,2,2,6.0,2.0,1,0.0,1.0,,852.0,2.0,51.0,31.0,7.0,12.0,135.0,92.0,31.0,7.0,,8.0,11.0,4,0,,,0.0,0.0,
Trevoh Thomas,Chalobah,24.0,England,190 cm,75 kg,Chelsea,Premier League,2,12,1185,,Defender,6.826666,0.0,3,3,7,6.0,2.0,0,0.0,,,1140.0,2.0,51.0,30.0,10.0,24.0,138.0,77.0,9.0,8.0,,22.0,11.0,4,0,,,0.0,0.0,
Wesley Tidjan,Fofana,23.0,France,190 cm,84 kg,Leicester,Premier League,24,21,180,,Defender,6.900000,0.0,0,5,0,6.0,,1,0.0,,,862.0,11.0,39.0,30.0,10.0,20.0,138.0,90.0,9.0,8.0,,22.0,11.0,3,0,,,0.0,0.0,
Marc,Cucurella Saseta,25.0,Spain,172 cm,66 kg,Chelsea,Premier League,0,0,1678,,Defender,6.900000,0.0,0,11,3,3.0,,0,0.0,,,1090.0,11.0,39.0,66.0,8.0,16.0,179.0,90.0,11.0,5.0,,21.0,16.0,1,0,,,0.0,0.0,
Levi Lemar,Samuels Colwill,20.0,England,187 cm,83 kg,Brighton,Premier League,17,13,0,,Defender,6.743750,0.0,4,0,0,7.0,,0,0.0,2.0,,1090.0,7.0,59.0,66.0,8.0,16.0,179.0,108.0,1.0,5.0,,21.0,16.0,4,0,,,0.0,0.0,
Lucas Carl Edvard,Bergström,21.0,Finland,199 cm,82 kg,Chelsea,Premier League,0,0,1218,,Goalkeeper,,0.0,0,2,4,,,0,0.0,2.0,,1148.0,,,8.0,3.0,,99.0,64.0,,1.0,,10.0,,0,0,,,0.0,,
Amad,Diallo Traoré,21.0,Côte d'Ivoire,173 cm,72 kg,Manchester United,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,,2.0,,,,,,,,,,,,,,,1,0,,,,,
Shola Maxwell,Shoretire,19.0,England,170 cm,70 kg,Manchester United,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,0.0,
Hannibal,Mejbri,20.0,Tunisia,177 cm,74 kg,Manchester United,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,,
Kobbie Boateng,Mainoo,18.0,England,175 cm,,Manchester United,Premier League,1,0,10,,Midfielder,6.200000,0.0,1,0,1,,,0,,,,8.0,,7.0,,,,1.0,,1.0,,,,,0,0,,,,0.0,
Alejandro,Garnacho Ferreyra,19.0,Argentina,180 cm,80 kg,Manchester United,Premier League,19,5,562,,Attacker,6.488235,0.0,14,7,14,17.0,10.0,3,0.0,2.0,,185.0,3.0,8.0,5.0,1.0,5.0,95.0,27.0,38.0,11.0,,8.0,8.0,3,0,,,0.0,0.0,
Donny,van de Beek,26.0,Netherlands,184 cm,76 kg,Manchester United,Premier League,7,2,164,,Midfielder,,0.0,5,2,0,,,0,0.0,,,59.0,3.0,6.0,,1.0,1.0,17.0,6.0,2.0,1.0,,2.0,4.0,0,0,,,0.0,0.0,
Sergio,Reguilón Rodríguez,27.0,Spain,178 cm,68 kg,Tottenham,Premier League,7,24,164,,Defender,7.239285,0.0,5,2,4,28.0,11.0,4,0.0,,,,3.0,6.0,,1.0,1.0,17.0,6.0,,1.0,,2.0,4.0,0,0,,,0.0,0.0,
Carlos Henrique,Casimiro,31.0,Brazil,185 cm,84 kg,Manchester United,Premier League,0,24,0,,Midfielder,7.026923,0.0,0,4,2,12.0,7.0,1,,,,1412.0,,,,,,,,17.0,,,,,7,0,,,,,
José Diogo,Dalot Teixeira,24.0,Portugal,183 cm,76 kg,Manchester United,Premier League,28,20,2155,,Defender,6.820000,0.0,1,3,6,3.0,,0,0.0,3.0,,1188.0,29.0,39.0,90.0,11.0,21.0,102.0,114.0,26.0,18.0,,24.0,48.0,8,2,,,0.0,0.0,
Victor Jörgen,Nilsson Lindelöf,29.0,Sweden,187 cm,80 kg,Manchester United,Premier League,20,37,2557,,Defender,7.145161,0.0,0,1,1,10.0,15.0,1,0.0,2.0,,1806.0,3.0,36.0,54.0,7.0,3.0,252.0,61.0,3.0,2.0,,3.0,10.0,3,0,,,0.0,0.0,
Luke Paul Hoare,Shaw,28.0,England,185 cm,75 kg,Manchester United,Premier League,31,0,3320,,Attacker,6.605714,0.0,3,6,0,26.0,35.0,5,0.0,2.0,,406.0,35.0,45.0,22.0,5.0,25.0,285.0,141.0,43.0,13.0,,4.0,46.0,6,0,,,0.0,0.0,
Odsonne,Édouard,25.0,France,187 cm,83 kg,Crystal Palace,Premier League,35,31,2116,,Midfielder,7.605405,0.0,7,18,3,70.0,1.0,1,0.0,2.0,,1856.0,17.0,8.0,55.0,27.0,33.0,181.0,110.0,59.0,14.0,,17.0,28.0,6,0,,,0.0,0.0,
Bruno Miguel,Borges Fernandes,29.0,Portugal,179 cm,69 kg,Manchester United,Premier League,0,16,0,,Goalkeeper,7.152000,0.0,6,4,0,,,0,0.0,8.0,,1518.0,121.0,39.0,68.0,,,580.0,,14.0,,,10.0,42.0,0,0,,,0.0,0.0,
Lisandro,Martínez,25.0,Argentina,175 cm,77 kg,Crystal Palace,Premier League,38,0,1436,,Attacker,6.957894,0.0,4,5,6,22.0,2.0,4,0.0,,,,,,54.0,4.0,15.0,130.0,72.0,35.0,64.0,,,,5,0,,,0.0,0.0,
Thomas David,Heaton,37.0,England,188 cm,85 kg,Chelsea,Premier League,19,20,58,,Defender,7.079166,0.0,23,14,4,3.0,9.0,0,0.0,2.0,,705.0,15.0,32.0,,8.0,22.0,179.0,5.0,28.0,17.0,,90.0,11.0,2,0,,,0.0,0.0,
Jordan Pierre,Ayew,32.0,Ghana,182 cm,80 kg,Crystal Palace,Premier League,6,6,1657,,Defender,6.555555,0.0,8,4,23,20.0,7.0,0,0.0,,,41.0,,16.0,40.0,,,127.0,85.0,19.0,,,2.0,2.0,0,0,,,0.0,,
Aaron,Wan-Bissaka,26.0,England,183 cm,72 kg,Crystal Palace,Premier League,24,0,753,,Midfielder,6.761904,0.0,0,13,0,19.0,2.0,3,,,,704.0,9.0,3.0,2.0,6.0,8.0,146.0,73.0,,3.0,,1.0,28.0,4,0,,,0.0,0.0,
Jaïro Jocquim,Riedewald,27.0,Netherlands,182 cm,79 kg,Crystal Palace,Premier League,22,0,1392,,Midfielder,,0.0,1,6,1,,,0,0.0,,,146.0,,27.0,7.0,,3.0,,,,6.0,,27.0,39.0,3,0,,,0.0,0.0,
Mason Tony,Mount,24.0,England,181 cm,76 kg,Crystal Palace,Premier League,1,0,0,,Midfielder,,0.0,3,4,3,,,0,0.0,,,667.0,,,,,,,,5.0,,,8.0,,6,0,,,0.0,0.0,
Jean-Philippe,Mateta,26.0,France,192 cm,88 kg,Crystal Palace,Premier League,3,0,0,,Attacker,6.300000,0.0,3,0,3,,,0,0.0,,,,,,1.0,,,8.0,4.0,5.0,,,1.0,,0,0,,,0.0,0.0,
Tyrell Johannes Chicco,Malacia,24.0,Netherlands,170 cm,67 kg,Crystal Palace,Premier League,3,0,31,,Attacker,6.300000,0.0,3,0,3,,,0,0.0,,,,,3.0,1.0,,,8.0,4.0,5.0,2.0,,1.0,,0,0,,,0.0,0.0,
Jesurun,Rak-Sakyi,21.0,England,178 cm,,Crystal Palace,Premier League,3,0,31,,Attacker,6.300000,0.0,3,0,3,,,0,0.0,,,3.0,,1.0,1.0,,,8.0,4.0,5.0,2.0,,1.0,,0,0,,,0.0,0.0,
Jack Campbell,Wells-Morrison,19.0,England,180 cm,,Crystal Palace,Premier League,3,0,31,,Attacker,6.300000,0.0,3,0,3,,,0,0.0,,,7.0,,1.0,1.0,,,8.0,4.0,5.0,2.0,,1.0,,0,0,,,0.0,0.0,
David Ikechukwu,Ozoh,18.0,England,,,Crystal Palace,Premier League,3,0,31,,Attacker,6.300000,0.0,3,0,3,,,0,0.0,,,7.0,,1.0,1.0,,,8.0,4.0,5.0,2.0,,1.0,,0,0,,,0.0,0.0,
Malcolm,Perewari Ebiowei,20.0,England,185 cm,,Crystal Palace,Premier League,3,0,31,,Attacker,6.300000,0.0,3,0,3,,,0,0.0,,,7.0,,1.0,1.0,,,8.0,4.0,5.0,2.0,,1.0,,0,0,,,0.0,0.0,
Robert Samuel,Holding,28.0,England,189 cm,81 kg,Arsenal,Premier League,14,6,558,,Defender,6.530000,0.0,8,0,8,3.0,2.0,1,0.0,,,438.0,,42.0,8.0,5.0,3.0,58.0,33.0,1.0,1.0,,33.0,5.0,0,0,,,0.0,0.0,
Jefferson Andrés,Lerma Solís,29.0,Colombia,179 cm,70 kg,Bournemouth,Premier League,32,37,3256,,Midfielder,6.894594,0.0,0,4,0,32.0,12.0,5,0.0,,,1588.0,18.0,35.0,50.0,15.0,47.0,284.0,158.0,22.0,13.0,,16.0,37.0,7,0,,,0.0,0.0,
Joachim Christian,Andersen,27.0,Denmark,192 cm,90 kg,Crystal Palace,Premier League,22,32,2784,,Defender,6.990625,0.0,0,2,0,20.0,9.0,1,0.0,,,352.0,12.0,48.0,18.0,13.0,24.0,233.0,150.0,9.0,5.0,,15.0,27.0,8,0,,,0.0,0.0,
Alexander,Isak,24.0,Sweden,192 cm,77 kg,Crystal Palace,Premier League,27,17,1527,,Attacker,7.009090,0.0,5,10,5,33.0,25.0,10,0.0,1.0,,357.0,16.0,12.0,29.0,2.0,16.0,207.0,87.0,62.0,32.0,,7.0,19.0,3,0,,,2.0,0.0,
William James,Hughes,28.0,England,185 cm,74 kg,Crystal Palace,Premier League,34,7,828,,Midfielder,6.642307,0.0,20,6,20,4.0,4.0,1,0.0,1.0,,854.0,6.0,11.0,66.0,7.0,23.0,97.0,44.0,47.0,3.0,,33.0,19.0,4,0,,,0.0,0.0,
Jeffrey,Schlupp,31.0,Ghana,178 cm,72 kg,Crystal Palace,Premier League,6,3,2546,,Midfielder,6.679411,0.0,4,19,4,19.0,9.0,3,0.0,1.0,,171.0,18.0,18.0,4.0,8.0,5.0,24.0,12.0,1.0,28.0,,1.0,51.0,7,0,,,0.0,0.0,
James Oliver Charles,Tomkins,34.0,England,192 cm,74 kg,Crystal Palace,Premier League,28,24,336,,Defender,6.440000,0.0,3,0,3,2.0,2.0,1,0.0,,,1002.0,,27.0,50.0,2.0,25.0,215.0,126.0,8.0,7.0,,11.0,29.0,2,0,,,0.0,0.0,
Joel Edward Philip,Ward,34.0,England,188 cm,83 kg,Crystal Palace,Premier League,22,19,2254,,Defender,6.778571,0.0,4,2,4,3.0,2.0,1,0.0,,,660.0,9.0,24.0,27.0,16.0,19.0,90.0,46.0,10.0,5.0,,8.0,10.0,6,0,,,0.0,0.0,
Nathaniel Edwin,Clyne,32.0,England,175 cm,67 kg,Nottingham Forest,Premier League,18,18,1642,,Defender,6.518181,0.0,3,5,3,,,0,31.0,,55.0,562.0,7.0,17.0,,4.0,,3.0,2.0,,,,1.0,1.0,2,0,,,0.0,0.0,
Dean Bradley,Henderson,26.0,England,188 cm,85 kg,Crystal Palace,Premier League,9,9,1620,,Goalkeeper,6.844444,0.0,0,0,0,,,0,10.0,,26.0,238.0,,18.0,,,,4.0,3.0,,,,,1.0,1,0,,,0.0,0.0,0.0
Samuel Luke,Johnstone,30.0,England,193 cm,85 kg,Crystal Palace,Premier League,38,30,810,,Goalkeeper,6.977777,0.0,0,0,0,,,0,0.0,,,1083.0,,24.0,42.0,,13.0,357.0,186.0,109.0,68.0,,57.0,27.0,3,0,,,1.0,0.0,
Eberechi Oluchi,Eze,25.0,England,178 cm,74 kg,Crystal Palace,Premier League,37,31,2643,,Midfielder,7.086842,0.0,6,15,8,52.0,14.0,10,0.0,4.0,,1158.0,57.0,25.0,58.0,,26.0,404.0,198.0,113.0,54.0,,69.0,28.0,2,0,,,0.0,0.0,
Michael Akpovie,Olise,22.0,France,184 cm,76 kg,Crystal Palace,Premier League,37,37,2757,,Midfielder,7.135135,0.0,0,14,6,29.0,6.0,2,0.0,,,2201.0,72.0,50.0,52.0,24.0,45.0,253.0,160.0,17.0,14.0,,40.0,24.0,8,0,,,0.0,0.0,
Addji Keaninkin Marc-Israel,Guéhi,23.0,England,182 cm,82 kg,Crystal Palace,Premier League,9,4,3330,,Defender,6.954054,0.0,5,0,0,11.0,,1,0.0,,,195.0,10.0,18.0,9.0,1.0,8.0,34.0,24.0,,,,1.0,2.0,0,0,,,0.0,0.0,
Christopher Jeffrey,Richards,23.0,USA,188 cm,87 kg,Crystal Palace,Premier League,0,0,442,,Defender,6.637500,0.0,0,0,5,3.0,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Nathan Kirk-Patrick,Ferguson,23.0,England,178 cm,74 kg,Newcastle,Premier League,16,4,0,,Defender,6.725000,0.0,12,5,0,,16.0,1,0.0,,,253.0,8.0,11.0,34.0,,4.0,182.0,68.0,38.0,10.0,,15.0,20.0,1,0,,,0.0,0.0,
Anthony Michael,Gordon,22.0,England,183 cm,72 kg,Everton,Premier League,16,12,480,,Attacker,6.725000,0.0,4,5,12,19.0,16.0,3,0.0,,,253.0,8.0,11.0,34.0,,4.0,182.0,68.0,38.0,10.0,,15.0,20.0,6,0,,,0.0,0.0,
Naouirou Mohamed,Ahamada,21.0,France,183 cm,73 kg,Crystal Palace,Premier League,8,0,86,,Attacker,6.500000,0.0,8,0,4,19.0,,0,0.0,,,44.0,1.0,6.0,3.0,,,11.0,4.0,2.0,1.0,,,2.0,1,0,,,0.0,0.0,
Tyrick Kwon,Mitchell,24.0,England,175 cm,68 kg,Crystal Palace,Premier League,36,34,2896,,Midfielder,6.647222,0.0,2,6,2,3.0,1.0,0,0.0,2.0,,1198.0,15.0,24.0,71.0,11.0,42.0,230.0,123.0,26.0,17.0,,10.0,33.0,5,1,,,0.0,0.0,
